tcp,algorithm,tcp_throughput,tcp_latency,cbr_throughput,cbr_latency
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.28288 0.27456 0.34944 0.31616 0.48256 0.2496 0.25792 0.36608 0.35776 0.28288 0.44928 0.27456,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340236176471 0.0334284848485 0.0333873095238 0.0333826842105 0.033516362069 0.0333548 0.033328483871 0.0334361590909 0.0334202325581 0.033418 0.0335267592593 0.0334654545455,0 0 0 0 0 0 0 0 7.63056 7.99848 7.99344 7.96152 7.90776 8.0136 8.03544 8.00016 7.9212 8.0136 7.95144 7.98,0 0 0 0 0 0 0 0 0.0306264442977 0.0306339353077 0.0306630023119 0.0306540671028 0.030727048226 0.030624775891 0.0306295339745 0.0306794611508 0.0306785898197 0.030636006499 0.0307183376294 0.0306316987368
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.23296 0.44096 0.23296 0.34112 0.3744 0.34112 0.42432 0.35776 0.28288 0.40768 0.3328 0.38272,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0336657142857 0.033510490566 0.0333045 0.0334023170732 0.0335240888889 0.0334796585366 0.0334765490196 0.0334679069767 0.0333525 0.0334026938776 0.033493425 0.0335892826087,0 0 0 0 0 0 0 0 7.74144 7.9296 7.97328 7.9548 7.9128 7.94976 7.9548 7.95312 7.94976 7.96656 7.94976 7.9296,0 0 0 0 0 0 0 0 0.030619640842 0.0307001322034 0.030620172145 0.0306624859557 0.0306771422505 0.0306741139053 0.0307026975713 0.0306812032108 0.0306439129332 0.0306895754956 0.0306583548183 0.0306885063559
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.27456 0.416 0.26624 0.22464 0.38272 0.38272 0.30784 0.3328 0.31616 0.31616 0.26624 0.39936,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340769393939 0.03365094 0.0332256875 0.0332714074074 0.033419673913 0.0334843043478 0.0333374324324 0.033368425 0.0334382368421 0.0334293421053 0.03339478125 0.033459125,0 0 0 0 0 0 0 0 7.61376 7.93128 7.98504 7.92792 7.93968 7.93296 8.02704 7.99512 7.93968 7.95816 7.98672 7.9632,0 0 0 0 0 0 0 0 0.0306246244484 0.0307005102732 0.0306221857774 0.0306117946599 0.0306782134998 0.0306772219399 0.0306456475513 0.0306675112419 0.0306516413457 0.030658456407 0.0306308081615 0.0306946411392
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.44096 0.24128 0.40768 0.2912 0.32448 0.31616 0.36608 0.40768 0.30784 0.3744 0.2912,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340573870968 0.033594490566 0.0333194482759 0.033462122449 0.0335098285714 0.0332635641026 0.0335203684211 0.0335162954545 0.0335394489796 0.0335444324324 0.0334907777778 0.0334174857143,0 0 0 0 0 0 0 0 7.72128 7.95312 7.94976 7.95984 7.96152 7.93464 7.97496 7.98672 7.91448 7.95816 7.93296 7.94808,0 0 0 0 0 0 0 0 0.0306202293299 0.0307230773131 0.0306112998732 0.0306860113972 0.030637000211 0.0306488960407 0.0306612679587 0.0306902444257 0.0306993404797 0.0306545051721 0.0306861884795 0.0306589558233
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.29952 0.26624 0.3744 0.40768 0.36608 0.25792 0.32448 0.29952 0.30784 0.2912 0.3744 0.29952,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034141 0.033531875 0.033402 0.0335261632653 0.0335287045455 0.0333497419355 0.0334663846154 0.0333368611111 0.0335305135135 0.0334441428571 0.0334577111111 0.0333706666667,0 0 0 0 0 0 0 0 7.69272 8.00352 7.93968 7.94808 7.94136 7.99008 8.0136 8.00688 7.97664 7.96152 7.94472 7.9464,0 0 0 0 0 0 0 0 0.0306370569993 0.0306451064232 0.0306669166314 0.0307008418939 0.0306641935689 0.03062272582 0.0306701188679 0.0306538300462 0.0306481270008 0.0306453979743 0.0306815648129 0.0306440955603
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2912 0.39936 0.26624 0.24128 0.4992 0.25792 0.42432 0.3744 0.39104 0.3744 0.30784 0.29952,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341811142857 0.0334908958333 0.033429875 0.0332179655172 0.0335268 0.0334633870968 0.0335034117647 0.0335273111111 0.0335962340426 0.0335577333333 0.0333606486486 0.0333962222222,0 0 0 0 0 0 0 0 7.68432 7.91784 7.98168 7.95312 7.8624 8.00184 7.87752 7.95312 7.9044 7.95984 7.95144 7.9128,0 0 0 0 0 0 0 0 0.0306385168343 0.0306818351369 0.0306399259103 0.0306130109844 0.0307296245727 0.030622300021 0.0307097939859 0.0306721140684 0.0306795013815 0.030691269523 0.0306529121065 0.0306449458599
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.40768 0.3328 0.30784 0.28288 0.28288 0.44928 0.30784 0.30784 0.40768 0.30784 0.39936 0.34112,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342767346939 0.033656125 0.0333647027027 0.0333187058824 0.0332682058824 0.0335674444444 0.0334626486486 0.0333692432432 0.0334967755102 0.0334487837838 0.0334862291667 0.0335246829268,0 0 0 0 0 0 0 0 7.65072 7.95648 7.9884 7.96656 8.0304 7.94976 8.00352 7.98336 7.95816 7.95816 7.8792 7.9464,0 0 0 0 0 0 0 0 0.0306776405358 0.0306664429899 0.0306562002103 0.0306316239983 0.0306438520921 0.0307202024514 0.0306468839211 0.0306470180976 0.0307050316656 0.0306393320667 0.0306788929638 0.0306627539112
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.30784 0.29952 0.3744 0.29952 0.52416 0.29952 0.39104 0.2912 0.30784 0.48256 0.2496 0.27456,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0345361891892 0.0335633055556 0.0334691777778 0.0334128888889 0.0336348253968 0.033489 0.0334718297872 0.0334065714286 0.0333998108108 0.033561362069 0.0332704 0.0333711515152,0 0 0 0 0 0 0 0 7.66248 7.96824 7.90776 7.95144 7.87584 7.938 7.94472 8.00352 7.99848 7.8624 7.95984 7.98,0 0 0 0 0 0 0 0 0.0306457862311 0.0306452517394 0.030672105375 0.0306367859708 0.0307403110068 0.0306391860317 0.030696403045 0.030642779597 0.0306495572359 0.0307370568376 0.030630258759 0.030633332
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.26624 0.44096 0.27456 0.36608 0.43264 0.35776 0.39104 0.27456 0.35776 0.416 0.3328 0.416,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339874375 0.0335496792453 0.0334882424242 0.03360875 0.0335163076923 0.0335333488372 0.0335741276596 0.0332939090909 0.033498 0.03351638 0.0335646 0.03360088,0 0 0 0 0 0 0 0 7.67424 8.01864 7.91448 7.87584 7.94304 8.01696 7.93632 7.92288 7.93968 7.92288 7.97496 7.938,0 0 0 0 0 0 0 0 0.0306271841068 0.0307278194008 0.0306217270219 0.0306732088311 0.0307175101523 0.0306716806371 0.0306866784505 0.03063810581 0.0306758726196 0.0306887126802 0.0306573604382 0.0306888787302
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.35776 0.2496 0.2912 0.44096 0.31616 0.34944 0.39936 0.24128 0.43264 0.30784 0.28288 0.46592,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341339302326 0.0333531 0.0333463714286 0.0334274339623 0.0334583421053 0.0334768571429 0.0334675625 0.0333692068966 0.0335000961538 0.0334750810811 0.0334156764706 0.0334753214286,0 0 0 0 0 0 0 0 7.69608 8.0136 7.98672 7.938 7.96824 7.98168 7.9464 7.98168 7.92456 7.91112 8.00016 7.8876,0 0 0 0 0 0 0 0 0.0306642754857 0.0306257689727 0.0306432562053 0.0307167377778 0.0306569622602 0.0306666013471 0.030695484778 0.0306252252157 0.0307113593386 0.0306387201104 0.0306438229735 0.0307148683706
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3744 0.35776 0.3744 0.30784 0.47424 0.3744 0.32448 0.34112 0.3744 0.44096 0.34944 0.47424,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341471333333 0.0335789302326 0.0334594 0.0332996216216 0.0335680877193 0.0335623555556 0.0334284102564 0.0333824878049 0.0335248 0.033509490566 0.0334950238095 0.0335921403509,0 0 0 0 0 0 0 0 7.61712 7.9968 7.94304 7.99848 7.9044 7.938 7.9632 7.9128 7.89264 7.92288 7.95144 7.94472,0 0 0 0 0 0 0 0 0.0306864536833 0.0306778317227 0.0306691835871 0.0306427055241 0.0307280144527 0.0306652074074 0.0306490746835 0.0306482233546 0.0306874031503 0.0307116613656 0.0306615360237 0.0307264299006
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.39936 0.26624 0.34112 0.39104 0.30784 0.2912 0.3328 0.29952 0.42432 0.31616 0.35776 0.42432,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344000416667 0.03325334375 0.0333799512195 0.0335311702128 0.0334448648649 0.0333477428571 0.033445775 0.0333533055556 0.0335111568627 0.0334677894737 0.0335207674419 0.0335317843137,0 0 0 0 0 0 0 0 7.57512 7.96152 8.01192 7.91448 7.99512 7.99344 7.93632 7.93464 7.93968 7.90272 7.91784 7.91112,0 0 0 0 0 0 0 0 0.0306769203815 0.0306264595906 0.0306605722374 0.0306795028656 0.030654572179 0.0306472370744 0.0306605516511 0.0306510192674 0.0307077592044 0.0306550444303 0.0306670458307 0.0307086787004
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.42432 0.35776 0.35776 0.35776 0.44928 0.29952 0.44928 0.28288 0.32448 0.44096 0.34112 0.40768,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0346468627451 0.0334282093023 0.033464627907 0.0335384186047 0.0335700555556 0.0335827777778 0.0334906296296 0.033305 0.0333398717949 0.0336019245283 0.033463804878 0.0335184081633,0 0 0 0 0 0 0 0 7.67088 7.97832 7.96656 7.94136 7.9044 7.99512 7.90608 7.94472 7.97328 7.92624 7.92288 7.938,0 0 0 0 0 0 0 0 0.0306748061761 0.0306691381343 0.0306820090679 0.030664647345 0.0307257608927 0.0306519632276 0.0307197220569 0.0306435032776 0.0306479171934 0.0307166100042 0.0306699175148 0.0307089754497
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.29952 0.0832 0.416 0.31616 0.39104 0.34112 0.47424 0.36608 0.27456 0.3328 0.2912 0.21632,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0346615833333 0.0338747 0.03349318 0.0334972631579 0.0334320851064 0.0334664634146 0.0335709298246 0.0335531363636 0.0334852121212 0.033503625 0.0332314 0.033219,0 0 0 0 0 0 0 0 7.67424 8.01696 7.9632 7.97496 7.90776 7.93632 7.90608 7.94136 7.96152 7.92456 8.01024 8.04048,0 0 0 0 0 0 0 0 0.0306384557793 0.0305498455574 0.0307053481013 0.0306576098589 0.0306819655832 0.0306538990262 0.0307214477263 0.0306755307806 0.0306447269466 0.030672258639 0.0306404668624 0.030613153155
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.26624 0.29952 0.27456 0.30784 0.36608 0.3328 0.40768 0.25792 0.3328 0.30784 0.44096 0.2912,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339650625 0.0333366944444 0.0332352727273 0.033391 0.0333994545455 0.033404925 0.0335425714286 0.0334460967742 0.033245875 0.0334172432432 0.0335579811321 0.0334074285714,0 0 0 0 0 0 0 0 7.6692 7.94976 7.9548 7.93128 8.0052 7.96992 7.95816 7.95816 7.9464 8.01192 7.89768 7.92624,0 0 0 0 0 0 0 0 0.0306271539978 0.0306436272189 0.0306373575502 0.0306343317094 0.0306768956978 0.0306706363828 0.0306840297657 0.0306300441208 0.0306483900634 0.0306574814427 0.0307009936184 0.0306352505299
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3744 0.31616 0.36608 0.31616 0.416 0.27456 0.39104 0.35776 0.27456 0.50752 0.2912 0.39936,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343674444444 0.0337141842105 0.0334241136364 0.0335251842105 0.03346886 0.0334564848485 0.0334511914894 0.0333314186047 0.0334456363636 0.0335539016393 0.0335229428571 0.0335077708333,0 0 0 0 0 0 0 0 7.60368 7.97832 7.98168 7.90608 7.9548 7.90776 7.89096 7.93968 8.01696 7.9044 7.98504 7.95648,0 0 0 0 0 0 0 0 0.0306633879806 0.0306487207833 0.0306687129025 0.0306574589885 0.0307028363252 0.0306260894413 0.0306874634873 0.0306593250106 0.0306536001676 0.0307309917109 0.0306408563013 0.0306939976774
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.34944 0.29952 0.31616 0.44928 0.30784 0.28288 0.36608 0.32448 0.3328 0.40768 0.36608,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340485483871 0.0334570714286 0.033345 0.0333770263158 0.0334999074074 0.0336092972973 0.0332940588235 0.0333456818182 0.0334473076923 0.033470525 0.0334803061224 0.0335708863636,0 0 0 0 0 0 0 0 7.6608 7.9296 7.99848 7.93464 7.96488 8.00016 7.99512 7.9044 7.9884 7.98168 7.96824 8.00856,0 0 0 0 0 0 0 0 0.030622389693 0.0306807832627 0.0306531520689 0.0306547590515 0.0307183062645 0.0306448947921 0.0306343286405 0.0306627168969 0.0306647375394 0.0306636274469 0.0306957484714 0.030680944829
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.31616 0.34112 0.2912 0.27456 0.51584 0.27456 0.4576 0.35776 0.36608 0.3744 0.2496 0.30784,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344394210526 0.033576902439 0.0333482 0.0332835757576 0.0335421935484 0.0335132424242 0.0335116909091 0.0335689534884 0.0333613636364 0.0335227777778 0.0332698 0.0333552432432,0 0 0 0 0 0 0 0 7.6776 7.96656 7.92792 7.97496 7.8372 7.96656 7.92456 7.896 7.88424 8.01528 7.98 7.97832,0 0 0 0 0 0 0 0 0.0306408133479 0.0306638511177 0.030631394787 0.0306410067411 0.0307446851018 0.0306257589625 0.0307217958448 0.0306659508511 0.0306746682293 0.0306911804653 0.0306140852632 0.030646195199
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.39936 0.39936 0.32448 0.32448 0.40768 0.32448 0.34112 0.34112 0.31616 0.26624 0.2496 0.2496,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343990208333 0.0335702083333 0.0334636153846 0.0334628717949 0.0335255918367 0.0334993589744 0.0334692195122 0.0334063902439 0.0332603421053 0.033328 0.0332029 0.0333282666667,0 0 0 0 0 0 0 0 7.686 7.97328 7.93632 7.92792 7.95984 7.94304 7.98672 7.96992 7.94976 7.94808 7.98168 7.96488,0 0 0 0 0 0 0 0 0.0306710268852 0.0306858874842 0.0306554900508 0.0306530781945 0.0307009972562 0.0306518802876 0.0306661546066 0.030657511172 0.0306473292477 0.0306266738533 0.030615041465 0.0306259706813
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.30784 0.38272 0.34944 0.4576 0.32448 0.416 0.34112 0.34944 0.32448 0.34944 0.38272,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339896451613 0.0335056486486 0.0334264347826 0.0335201190476 0.0335482727273 0.0335106153846 0.03358304 0.0334497804878 0.0335025714286 0.0334308717949 0.0334171428571 0.0334997173913,0 0 0 0 0 0 0 0 7.69776 7.99848 7.94472 7.88424 7.9464 7.97328 7.98504 7.93128 7.99344 7.94976 8.01024 7.91112,0 0 0 0 0 0 0 0 0.0306247614579 0.0306533623188 0.0306708096849 0.0306647470701 0.030726944186 0.0306568571429 0.0307060218809 0.0306584467274 0.0306674747793 0.030664123415 0.0306644697987 0.0306851414313
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.36608 0.38272 0.30784 0.44096 0.32448 0.31616 0.39936 0.4992 0.34944 0.28288 0.44096,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338901290323 0.0335706818182 0.0337060652174 0.0334153243243 0.0335436981132 0.0334619487179 0.0334921052632 0.0334640416667 0.0335752333333 0.0334971190476 0.033319 0.0334920943396,0 0 0 0 0 0 0 0 7.68768 7.92624 7.96656 7.94808 7.93968 7.99512 7.9128 7.86744 7.88928 7.97664 7.9632 7.95312,0 0 0 0 0 0 0 0 0.0306217803759 0.030689948919 0.0306867332349 0.0306468235045 0.0307091510791 0.030654254045 0.03066207431 0.0306760858424 0.0307528973595 0.0306669427127 0.0306361765823 0.0307095773131
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3744 0.30784 0.39104 0.2912 0.29952 0.416 0.36608 0.32448 0.3744 0.23296 0.416 0.38272,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342171333333 0.0334639459459 0.0334749787234 0.0334591714286 0.0334933611111 0.03341742 0.0335684545455 0.0334344102564 0.0334912 0.03325775 0.03342832 0.0334866521739,0 0 0 0 0 0 0 0 7.65408 7.9548 8.02032 7.91112 7.9716 7.89096 7.92792 7.96488 7.9716 7.99512 7.83048 7.92456,0 0 0 0 0 0 0 0 0.0306601123793 0.0306512103485 0.0306990454545 0.0306425727331 0.0306586288725 0.0306907668725 0.030683530409 0.0306570738241 0.0306836278188 0.0306171010717 0.0306777060717 0.0306783300827
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.36608 0.34944 0.34944 0.3744 0.30784 0.34944 0.39936 0.40768 0.30784 0.43264 0.27456,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339659032258 0.0334780681818 0.0333905952381 0.0335195 0.0334398 0.0334079459459 0.0335243571429 0.033438375 0.0336116938776 0.0334092162162 0.0334301923077 0.0334903030303,0 0 0 0 0 0 0 0 7.72128 7.91448 7.90272 7.9548 7.95816 7.93632 7.9464 7.98168 7.8792 7.91616 7.93632 7.92456,0 0 0 0 0 0 0 0 0.0306225271976 0.0306812674591 0.0306585716412 0.0306680747624 0.030665077053 0.0306469640135 0.030675746723 0.0306936072406 0.0307034746269 0.0306511315789 0.0306862921253 0.0306298340047
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.35776 0.30784 0.46592 0.3328 0.35776 0.34112 0.3744 0.24128 0.44096 0.2496 0.32448,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340008387097 0.0335085116279 0.0334022432432 0.0335325535714 0.03357325 0.0334440465116 0.0334159756098 0.0335674 0.033249 0.0334785471698 0.0332983666667 0.0333981025641,0 0 0 0 0 0 0 0 7.67256 7.95312 7.98168 7.95648 7.9968 7.98336 7.93632 7.9632 8.00016 7.92792 7.97832 7.95984,0 0 0 0 0 0 0 0 0.0306141874316 0.0306709879594 0.0306514546411 0.0307284320101 0.0306636140756 0.030663734638 0.0306807692633 0.0306799495781 0.0306183034439 0.0306978027124 0.0306261187618 0.030656414732
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.29952 0.07488 0.3744 0.27456 0.3744 0.3328 0.31616 0.32448 0.39104 0.30784 0.43264 0.3328,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344030277778 0.0336014444444 0.0333917333333 0.0333804848485 0.0334089555556 0.03341995 0.0332529736842 0.0334137435897 0.0334534468085 0.033537972973 0.0334858076923 0.033498175,0 0 0 0 0 0 0 0 7.64736 8.01192 7.95312 7.95648 7.91784 7.96992 7.94472 8.00184 7.90272 7.9632 7.95648 8.03712,0 0 0 0 0 0 0 0 0.0306272772408 0.0305520125813 0.0306808508661 0.0306230893159 0.0306751296414 0.0306539089376 0.030642359907 0.0306676775142 0.0306756141582 0.030667628481 0.0307000333615 0.0306606640886
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.24128 0.44928 0.2496 0.416 0.32448 0.27456 0.34944 0.29952 0.30784 0.2912 0.44928 0.24128,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0337772758621 0.0335348518519 0.0333364333333 0.03348168 0.0334836410256 0.0332481818182 0.0334616428571 0.0333659722222 0.0333932162162 0.0333056285714 0.0335265555556 0.0333361724138,0 0 0 0 0 0 0 0 7.69104 7.91112 8.05728 7.97664 7.93128 7.98168 7.95144 8.03376 7.93464 7.95144 7.94472 7.94808,0 0 0 0 0 0 0 0 0.0306157756662 0.0307069547675 0.0306333905338 0.0306976638585 0.0306477295065 0.0306405068407 0.0306747466723 0.0306545614806 0.0306474166843 0.0306455252483 0.0307144159442 0.0306157776369
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.30784 0.38272 0.27456 0.30784 0.44928 0.30784 0.29952 0.42432 0.26624 0.38272 0.35776 0.3328,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034291972973 0.0335374347826 0.0334268181818 0.0332671891892 0.0335867222222 0.0333734864865 0.0333178611111 0.0334781960784 0.0333090625 0.0333801521739 0.0334595813953 0.0334543,0 0 0 0 0 0 0 0 7.64736 8.00016 8.00016 7.9548 7.96656 7.92792 7.98 7.94808 7.97496 7.98 7.95312 7.98504,0 0 0 0 0 0 0 0 0.0306390817223 0.0306884302814 0.0306344197816 0.0306337833157 0.030715389709 0.0306360114431 0.0306428162105 0.0306979211583 0.0306255510849 0.0306681132632 0.0306695627376 0.0306728337892
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.43264 0.4576 0.40768 0.32448 0.36608 0.25792 0.26624 0.44928 0.3744 0.31616 0.29952 0.34112,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344011730769 0.0336052727273 0.0337127755102 0.0333866923077 0.0333508409091 0.033273483871 0.0333121875 0.033505537037 0.0334860888889 0.0335017631579 0.0332970277778 0.0333934146341,0 0 0 0 0 0 0 0 7.63224 7.94472 7.90776 7.9212 7.94976 7.95648 8.0136 7.94136 7.92624 8.01864 7.91952 7.95312,0 0 0 0 0 0 0 0 0.0306819123927 0.0307240814126 0.0306803686 0.0306508797455 0.0306631382079 0.030631880701 0.0306219960168 0.0307219443622 0.0306703450615 0.0306586147077 0.0306539616037 0.0306597756654
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2912 0.4576 0.30784 0.36608 0.3744 0.36608 0.44096 0.32448 0.44928 0.23296 0.32448 0.38272,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343746857143 0.0334998 0.0336563783784 0.0334328636364 0.0335432 0.0336283409091 0.0336370566038 0.0334113846154 0.0334378703704 0.0334463214286 0.0334056923077 0.0334393695652,0 0 0 0 0 0 0 0 7.65912 7.85736 8.01864 7.96152 7.92624 7.9716 7.93968 7.9464 7.87752 7.9548 7.97328 7.96824,0 0 0 0 0 0 0 0 0.030626820136 0.0307090579431 0.0306612583281 0.0306831325174 0.030684481348 0.0306710421496 0.0307199695303 0.0306481983087 0.0307049771806 0.0306124386484 0.0306523067847 0.0306781623445
